"_alternate_title","_api_name","_cover_image","_dir","_director","_episode_count","_episode_length","_finished_airing","_genres","_rating_1","_rating_2","_reponse","_show_type","_started_airing","_status","_synopsis","_title","_type","_url","_votes","_year"
"Blood Blockade Battlefront","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/008/646/large/Duyhhtw.jpg?1426772654","Kekkai Sensen","","12","26","2015-10-05","[{'name': 'Action'}, {'name': 'Adventure'}, {'name': 'Supernatural'}, {'name': 'Fantasy'}, {'name': 'Super Power'}, {'name': 'Vampire'}]","4.05502428223338","","","TV","2015-04-05","Finished Airing","A breach between Earth and the netherworlds has opened up over the city of New York, trapping New Yorkers and creatures from other dimensions in an impenetrable bubble. They've lived together for years, in a world of crazy crime sci-fi sensibilities. Now someone is threatening to sever the bubble, and a group of stylish superhumans is working to keep it from happening.

(Source: ANN)","Kekkai Sensen","anime","https://hummingbird.me/anime/kekkai-sensen","",""
"The Beast Player Erin","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/004/095/large/kemono_no_souja_erin.jpg?1416581865","Kemono no Souja Erin","","50","25","2009-12-26","[{'name': 'Drama'}, {'name': 'Fantasy'}]","4.15412842855481","","","TV","2009-01-10","Finished Airing","Erin is a young girl who lives with her mother in a village that raises war-lizards, called Touda. We see her daily life, which changes as she grows up. Meanwhile, there is growing tension between the two provinces of the country she lives in.
Based on the fantasy series written by Uehashi Nahoko, also known for Seirei no Moribito.","Kemono no Souja Erin","anime","https://hummingbird.me/anime/kemono-no-souja-erin","",""
"Sakamichi no Apollon","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/006/760/large/6760.jpg?1416236890","Kids on the Slope","","12","22","2012-06-29","[{'name': 'Drama'}, {'name': 'Romance'}, {'name': 'Slice of Life'}, {'name': 'School'}, {'name': 'Music'}]","4.25207457083205","","","TV","2012-04-13","Finished Airing","The beginning of summer, 1966. 
Because of his father's job situation, freshman high school student Kaoru Nishimi moves by himself from Yokosuka to Kyushu to live with relatives. Until then, Kaoru was an honor roll student who tended to keep to himself, but meeting notorious bad boy Sentaro Kawabuchi starts to change him. Through his devil-may-care classmate, Kaoru learns the attractions of jazz and finds the first person he can call a ""friend"". He also discovers how much fun it is to play music with a pal. 
Other characters include Sentaro's kind childhood chum, Ritsuko, who is the daughter of a record shop owner; the mysterious upperclassman, Yurika; and Brother Jun, the much-admired leader among their peers. Set against the backdrop of a seaside town with a scent of American culture, this series is a drama about young people coming into their own, crossing each other's paths, and finding friendship, love, and music! 
(Source: Official Website) ","Kids on the Slope","anime","https://hummingbird.me/anime/kids-on-the-slope","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/007/712/large/zojuK4D.jpg?1432636623","Kill La Kill","","24","24","2014-03-28","[{'name': 'Action'}, {'name': 'Comedy'}, {'name': 'Super Power'}, {'name': 'School'}]","4.1565430795766","","","TV","2013-10-04","Finished Airing","Honnōji Academy is a high school that brings new meaning to the term ""school of hard knocks"". Everyone who enrolls there fears the merciless regime of student council president Satsuki Kiryūin. That is, everyone except for Ryūko Matoi, the new transfer student. Ryūko is the daughter of late scientist Isshin Matoi, and she has come to Honnōji to seek out his killer. With nothing but the clothes on her back, and a mysterious sword that appears to be half of a giant pair of scissors, she boldly challenges Honnōji's strongest warriors. The path may not be as straight as Ryūko expects though, as some members of the student body draw their power from a mysterious breed of school uniform, and she has yet to learn the details of her father's research.","Kill la Kill","anime","https://hummingbird.me/anime/kill-la-kill","",""
"From Me to You","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/004/397/large/4397.jpg?1416236744","Kimi ni Todoke","","25","22","2010-03-31","[{'name': 'Romance'}, {'name': 'School'}]","4.12538265400239","","","TV","2009-10-07","Finished Airing","Sawako Kuronuma's one wish in life is to make friends. That's a difficult proposition when everyone who meets her cowers in terror, due to her resemblance to Sadako (after whom they nickname her) from the Japanese horror movie series The Ring. Shunned by her classmates, her life starts to change after she befriends her classmate, ShĹta Kazehaya, a popular, easygoing and 100% refreshing guy who is nice with everyone, even with her.
[Source: ANN]","Kimi ni Todoke","anime","https://hummingbird.me/anime/kimi-ni-todoke","",""
"Kino's Journey","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/000/447/large/CXV15PM.jpg?1433566218","Kino no Tabi","","13","24","2003-07-08","[{'name': 'Action'}, {'name': 'Adventure'}, {'name': 'Slice of Life'}]","4.30187067300354","","","TV","2003-04-08","Finished Airing","Based on a hit light novel series by Keiichi Sigsawa, the philosophical Kino's Journey employs the time-honored motif of the road trip as a vehicle for self-discovery and universal truth. Deeply meditative and cooler than zero, the series follows the existential adventures of the apt marksman Kino along with talking motorcycle Hermes as they travel the world and learn much about themselves in the process. Imaginative, thought-provoking, and sometimes disturbing, Kino's journey is documented in an episodic style with an emphasis on atmosphere rather than action or plot, though still prevalent.","Kino no Tabi: The Beautiful World","anime","https://hummingbird.me/anime/kino-no-tabi-the-beautiful-world","",""
"Knights of Sidonia","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/007/768/large/UUF2av2.jpg?1408462354","Knights of Sidonia","","12","24","2014-06-27","[{'name': 'Action'}, {'name': 'Adventure'}, {'name': 'Sci-Fi'}, {'name': 'Space'}, {'name': 'Supernatural'}, {'name': 'Fantasy'}, {'name': 'Military'}, {'name': 'Mecha'}]","3.94463101588199","","","TV","2014-04-11","Finished Airing","It's been a thousand years since the Gauna, a strange alien race with no known method of communication, destroyed the solar system. A portion of humanity managed to escape using enormous ""seed ships"" like the Sidonia, which have allowed them to maintain the population while drifting through space. Nagate Tanikaze is a young man who has been raised deep in the bowels of the ship. When he goes into training to pilot the huge robotic weapons known as Gardes, Nagate is entrusted with piloting the legendary unit known as Tsugumori. Nagate and his fellow pilots put their lives on the line against the Gauna, in the ultimate battle for the survival of humanity!

(Source: Polygon Pictures)","Sidonia no Kishi","anime","https://hummingbird.me/anime/sidonia-no-kishi","",""
"Kobato","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/004/239/large/4239.jpg?1408451969","Kobato","","24","24","2010-03-23","[{'name': 'Comedy'}, {'name': 'Drama'}, {'name': 'Fantasy'}]","3.88185102799922","","","TV","2009-10-06","Finished Airing","Kobato is a girl who came to earth to fulfill her wish, which is to go to a certain place. To fulfill that wish, she has to find a bottle and fill it wich scarred hearts. Together with her ""teacher"", which is a stuffed animal, she search for the scarred hearts. However she may not fall in love with any person whom she cures the heart of.

(Source: ANN)","Kobato.","anime","https://hummingbird.me/anime/kobato","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/006/626/large/fZAd5.jpg?1418060120","Kokoro Connect","","13","24","2012-09-30","[{'name': 'Comedy'}, {'name': 'Drama'}, {'name': 'Supernatural'}, {'name': 'Romance'}, {'name': 'School'}]","4.0008079798421","","","TV","2012-07-08","Finished Airing","The five members of the Cultural Research Club encounter a bizarre phenomenon one day when Aoki and Yui switch bodies without warning. The same begins to happen to the other club members, throwing their daily lives into disarray.

At first the five students find some amusement amidst the confusion, but this unwarranted connection also exposes the painful scars hidden within their hearts. As their calm lives are shattered,the relationships between the five students also begin to change...

(Source: Crunchyroll)","Kokoro Connect","anime","https://hummingbird.me/anime/kokoro-connect","",""
"Princess Jellyfish","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/005/204/large/tumblr_n02bmmlM2o1s593kko1_1280.jpg?1417463264","Kuragehime","","11","22","2010-12-31","[{'name': 'Comedy'}, {'name': 'Gender Bender'}]","4.13701732467421","","","TV","2010-10-15","Finished Airing","Amamizukan is an apartment complex where no boys are allowed. Kurashita Tsukimi, a girl who adores jellyfish, lives there happily with her friends who all have nerdy obsessions of their own. Their peaceful lives gradually start to change when a beautiful woman helps Tsukimi out of a pinch... but it turns out ""she"" is really a ""he.""
(Source:  ANN)","Kuragehime","anime","https://hummingbird.me/anime/kuragehime","",""
"Kuroko's Basketball","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/006/595/large/6595.jpg?1408458846","Kuroko no Basket","","25","24","2012-09-22","[{'name': 'Comedy'}, {'name': 'Sports'}, {'name': 'School'}]","4.27487734818158","","","TV","2012-04-08","Finished Airing","The basketball team of Teikō Middle School rose to distinction by demolishing all competition. The regulars of the team became known as the ""Generation of Miracles"". After graduating from middle school, these five stars went to different high schools with top basketball teams. However, a fact few know is that there was another player in the ""Generation of Miracles"": a phantom sixth man. This mysterious player is now a freshman at Seirin High, a new school with a powerful, if little-known, team. Now, Kuroko Tetsuya, the sixth member of the ""Generation of Miracles"", and Kagami Taiga, a naturally talented player who spent most of middle school in the US, are aiming to bring Seirin to the top of Japan, taking on Kuroko's former teammates one by one. (Source: Wikipedia)","Kuroko no Basket","anime","https://hummingbird.me/anime/kuroko-no-basket","",""
